
ID_VENTA,FECHA_VENTA,HORA_VENTA,CATEGORIA,NOMBRE_PRODUCTO,PRECIO,TIPO_PAGO,CANTIDAD,TOTAL,ESTADO
5197,20260316,11.32.56 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,3,180,Pagada
5198,20260311,07.04.32 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,1,60,Pagada
5199,20260417,06.26.25 Pm,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,4,1000,Pagada
5200,20260313,08.42.13 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,3,270,Pagada
5201,20260602,08.24.16 Pm,Postres,Helado Sencillo,90,Transferencia Bancaria,2,180,Pagada
5202,20260409,01.43.05 Pm,Bebidas Calientes,Café Americano,85,Efectivo,3,255,Pagada
5203,20260605,05.56.23 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,2,700,Pagada
5204,20260513,06.37.56 Pm,Plato Fuerte,Servicio de Comida China,350,Efectivo,3,1050,Pagada
5205,20260318,10.28.09 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,2,180,Pagada
5206,20260331,10.31.28 Pm,Postres,Helado Sencillo,90,Efectivo,1,90,Pagada
5207,20260502,02.26.43 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,2,240,Pagada
5208,20260602,01.17.55 Pm,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,3,255,Pagada
5209,20260406,04.48.39 Am,Bebidas Calientes,Café Americano,85,Efectivo,3,255,Pagada
5210,20260330,10.03.13 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,3,180,Pagada
5211,20260502,09.14.06 Am,Comida Rápida,Hamburguesa Clásica,250,Efectivo,4,1000,Pagada
5212,20260428,09.32.33 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,2,700,Pagada
5213,20260403,07.11.23 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,4,240,Pagada
5214,20260516,01.23.53 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,4,1000,Pagada
5215,20260328,11.46.19 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,1,350,Pagada
5216,20260309,06.31.05 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,4,1400,Pagada
5217,20260509,11.16.11 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,4,1400,Pagada
5218,20260430,09.13.21 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,2,500,Pagada
5219,20260323,11.29.17 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,4,480,Pagada
5220,20260505,03.40.39 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,2,700,Pagada
5221,20260514,09.57.25 Am,Desayunos,Empanada de Queso,60,Efectivo,4,240,Pagada
5222,20260326,12.15.30 Am,Postres,Helado Sencillo,90,Transferencia Bancaria,2,180,Pagada
5223,20260421,03.07.44 Pm,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,1,350,Pagada
5224,20260316,02.22.41 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,2,240,Cancelada
5225,20260315,08.13.06 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,4,1400,Pagada
5226,20260325,01.19.29 Pm,Plato Fuerte,Servicio de Comida China,350,Efectivo,1,350,Pagada
5227,20260527,04.47.14 Am,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,2,240,Pagada
5228,20260507,07.57.10 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,2,500,Pagada
5229,20260326,06.06.56 Am,Postres,Helado Sencillo,90,Efectivo,2,180,Pagada
5230,20260426,03.58.25 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,1,90,Pagada
5231,20260407,02.32.42 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,3,750,Pagada
5232,20260602,02.32.07 Pm,Postres,Helado Sencillo,90,Efectivo,2,180,Pagada
5233,20260429,05.33.13 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,1,350,Pagada
5234,20260329,04.56.00 Pm,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,3,750,Pagada
5235,20260411,06.15.54 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,3,270,Pagada
5236,20260424,06.28.38 Pm,Postres,Helado Sencillo,90,Efectivo,4,360,Pagada
5237,20260524,08.56.16 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,2,700,Pagada
5238,20260326,05.00.32 Am,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,3,360,Pagada
5239,20260516,05.07.16 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,2,700,Pagada
5240,20260503,06.46.50 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,2,700,Pagada
5241,20260311,12.24.36 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,3,360,Pagada
5242,20260515,01.21.06 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,4,1000,Pagada
5243,20260416,01.15.03 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,1,350,Pagada
5244,20260430,08.15.23 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,3,360,Pagada
5245,20260509,08.16.31 Pm,Bebidas Calientes,Café Americano,85,Efectivo,3,255,Pagada
5246,20260328,02.25.09 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,2,700,Pagada
5247,20260326,12.38.06 Am,Postres,Helado Sencillo,90,Transferencia Bancaria,1,90,Pagada
5248,20260310,07.03.11 Pm,Postres,Helado Sencillo,90,Efectivo,4,360,Pagada
5249,20260418,06.31.30 Pm,Bebidas Calientes,Café Americano,85,Efectivo,2,170,Pagada
5250,20260412,06.18.22 Am,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,2,240,Pagada
5251,20260417,12.08.49 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,2,500,Pagada
5252,20260415,08.38.43 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,3,750,Pagada
5253,20260415,08.53.14 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,1,250,Pagada
5254,20260526,08.05.49 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,1,250,Cancelada
5255,20260421,09.02.35 Am,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,2,240,Pagada
5256,20260412,08.10.35 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,2,170,Pagada
5257,20260419,12.50.36 Pm,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,2,170,Pagada
5258,20260602,02.27.29 Am,Bebidas Calientes,Café Americano,85,Efectivo,4,340,Pagada
5259,20260401,05.18.36 Pm,Bebidas Calientes,Café Americano,85,Efectivo,4,340,Pagada
5260,20260406,01.20.58 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,1,120,Pagada
5261,20260310,04.03.54 Am,Postres,Helado Sencillo,90,Transferencia Bancaria,3,270,Pagada
5262,20260409,02.23.45 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,4,1400,Pagada
5263,20260601,03.48.10 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,4,1400,Pagada
5264,20260502,05.39.11 Am,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,2,170,Pagada
5265,20260403,06.35.34 Am,Comida Rápida,Porción de Pizza,120,Efectivo,2,240,Pagada
5266,20260408,12.06.17 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,4,360,Pagada
5267,20260503,04.21.40 Pm,Desayunos,Empanada de Queso,60,Efectivo,1,60,Pagada
5268,20260528,06.31.17 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,1,350,Pagada
5269,20260315,01.18.56 Am,Desayunos,Empanada de Queso,60,Transferencia Bancaria,2,120,Pagada
5270,20260512,04.15.34 Pm,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,1,120,Cancelada
5271,20260529,06.59.17 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,3,750,Pagada
5272,20260430,09.56.26 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,1,350,Pagada
5273,20260329,11.31.11 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,4,340,Pagada
5274,20260317,02.55.03 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,3,180,Pagada
5275,20260509,10.02.46 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,1,60,Pagada
5276,20260527,10.52.43 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,4,1400,Pagada
5277,20260403,12.08.18 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,3,180,Pagada
5278,20260601,04.16.47 Pm,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,2,500,Pagada
5279,20260313,03.58.22 Am,Desayunos,Empanada de Queso,60,Transferencia Bancaria,4,240,Pagada
5280,20260424,09.18.08 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,4,240,Pagada
5281,20260420,12.26.19 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,4,1400,Pagada
5282,20260403,11.10.17 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,1,350,Pagada
5283,20260420,10.44.53 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,4,240,Pagada
5284,20260315,05.52.19 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,2,170,Pagada
5285,20260316,01.57.39 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,1,350,Pagada
5286,20260325,05.25.03 Am,Bebidas Calientes,Café Americano,85,Efectivo,1,85,Pagada
5287,20260605,06.04.59 Pm,Bebidas Calientes,Café Americano,85,Efectivo,3,255,Pagada
5288,20260406,10.52.37 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,3,255,Pagada
5289,20260511,09.16.41 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,2,500,Pagada
5290,20260506,10.13.40 Am,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,3,255,Pagada
5291,20260318,12.09.26 Pm,Postres,Helado Sencillo,90,Efectivo,1,90,Pagada
5292,20260324,12.27.33 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,2,180,Pagada
5293,20260420,02.07.48 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,1,90,Pagada
5294,20260420,04.24.05 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,2,700,Pagada
5295,20260528,03.24.58 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,1,250,Pagada
5296,20260406,09.18.48 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,4,240,Pagada
5297,20260502,11.45.00 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,4,1400,Cancelada
5298,20260514,06.57.26 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,2,700,Pagada
5299,20260515,08.27.43 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,1,250,Pagada
5300,20260430,11.26.51 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,2,500,Pagada
5301,20260329,11.41.51 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,4,480,Pagada
5302,20260517,09.33.40 Pm,Bebidas Calientes,Café Americano,85,Efectivo,3,255,Cancelada
5303,20260414,06.25.21 Pm,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,4,1400,Pagada
5304,20260518,08.06.11 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,2,700,Pagada
5305,20260605,01.43.16 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,4,1400,Pagada
5306,20260330,03.30.09 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,2,700,Pagada
5307,20260313,11.20.49 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,1,90,Cancelada
5308,20260424,07.46.05 Pm,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,3,750,Cancelada
5309,20260427,02.33.15 Pm,Desayunos,Empanada de Queso,60,Efectivo,3,180,Pagada
5310,20260312,06.14.14 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,2,500,Pagada
5311,20260414,11.10.31 Pm,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,1,85,Cancelada
5312,20260427,12.30.03 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,3,180,Pagada
5313,20260424,04.12.18 Pm,Bebidas Calientes,Café Americano,85,Efectivo,3,255,Pagada
5314,20260314,10.34.51 Am,Postres,Helado Sencillo,90,Transferencia Bancaria,1,90,Pagada
5315,20260308,04.45.34 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,3,1050,Pagada
5316,20260327,12.24.59 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,3,360,Pagada
5317,20260510,09.54.27 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,4,480,Pagada
5318,20260327,09.52.31 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,2,120,Pagada
5319,20260419,09.05.59 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,1,60,Pagada
5320,20260515,01.40.12 Pm,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,4,1000,Pagada
5321,20260427,05.19.23 Am,Bebidas Calientes,Café Americano,85,Efectivo,3,255,Pagada
5322,20260321,06.18.43 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,3,750,Pagada
5323,20260517,05.11.09 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,4,480,Pagada
5324,20260516,12.29.26 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,1,250,Pagada
5325,20260530,12.25.14 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,1,85,Pagada
5326,20260330,05.25.15 Pm,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,2,170,Pagada
5327,20260526,03.24.21 Pm,Postres,Helado Sencillo,90,Transferencia Bancaria,4,360,Pagada
5328,20260418,05.50.38 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,3,750,Pagada
5329,20260515,11.18.01 Am,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,1,85,Pagada
5330,20260325,12.04.44 Pm,Desayunos,Empanada de Queso,60,Efectivo,1,60,Pagada
5331,20260325,02.31.25 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,3,360,Pagada
5332,20260401,07.53.14 Am,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,1,120,Pagada
5333,20260417,06.27.04 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,1,60,Pagada
5334,20260518,07.17.04 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,1,120,Pagada
5335,20260531,01.21.28 Pm,Desayunos,Empanada de Queso,60,Efectivo,2,120,Pagada
5336,20260402,10.07.37 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,1,60,Pagada
5337,20260330,06.20.45 Am,Bebidas Calientes,Café Americano,85,Efectivo,4,340,Pagada
5338,20260330,06.44.11 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,2,120,Pagada
5339,20260506,12.23.10 Am,Postres,Helado Sencillo,90,Efectivo,3,270,Pagada
5340,20260324,08.55.11 Pm,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,3,255,Pagada
5341,20260506,10.36.55 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,3,180,Pagada
5342,20260421,07.06.05 Am,Bebidas Calientes,Café Americano,85,Efectivo,2,170,Pagada
5343,20260308,10.56.14 Pm,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,3,255,Pagada
5344,20260425,09.36.08 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,1,250,Pagada
5345,20260426,12.45.25 Pm,Postres,Helado Sencillo,90,Transferencia Bancaria,2,180,Pagada
5346,20260512,02.02.53 Am,Postres,Helado Sencillo,90,Transferencia Bancaria,2,180,Pagada
5347,20260426,06.03.19 Am,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,2,170,Pagada
5348,20260311,07.57.45 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,4,1400,Pagada
5349,20260318,06.31.49 Am,Desayunos,Empanada de Queso,60,Efectivo,3,180,Pagada
5350,20260518,06.44.53 Pm,Plato Fuerte,Servicio de Comida China,350,Efectivo,1,350,Cancelada
5351,20260527,06.35.10 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,3,360,Pagada
5352,20260605,10.40.37 Am,Desayunos,Empanada de Queso,60,Efectivo,1,60,Cancelada
5353,20260510,09.52.59 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,3,270,Pagada
5354,20260409,07.52.51 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,1,90,Pagada
5355,20260318,11.21.35 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,3,1050,Pagada
5356,20260322,01.24.27 Pm,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,2,170,Cancelada
5357,20260516,11.10.26 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,1,90,Pagada
5358,20260601,04.20.20 Am,Postres,Helado Sencillo,90,Transferencia Bancaria,1,90,Pagada
5359,20260330,08.23.22 Pm,Bebidas Calientes,Café Americano,85,Efectivo,4,340,Pagada
5360,20260403,11.56.24 Pm,Desayunos,Empanada de Queso,60,Efectivo,1,60,Pagada
5361,20260513,08.25.37 Pm,Bebidas Calientes,Café Americano,85,Efectivo,1,85,Pagada
5362,20260415,12.31.56 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,3,360,Pagada
5363,20260604,04.43.43 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,2,500,Pagada
5364,20260508,03.25.05 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,4,240,Pagada
5365,20260401,01.09.34 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,2,500,Pagada
5366,20260503,11.31.55 Am,Postres,Helado Sencillo,90,Transferencia Bancaria,4,360,Pagada
5367,20260424,02.58.05 Pm,Postres,Helado Sencillo,90,Efectivo,1,90,Pagada
5368,20260407,06.27.46 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,3,750,Pagada
5369,20260414,12.33.12 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,3,750,Pagada
5370,20260421,11.38.50 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,3,360,Pagada
5371,20260426,10.39.32 Pm,Bebidas Calientes,Café Americano,85,Efectivo,1,85,Pagada
5372,20260408,11.36.58 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,1,60,Pagada
5373,20260428,11.25.20 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,4,480,Pagada
5374,20260408,07.23.31 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,1,250,Pagada
5375,20260508,09.02.10 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,1,120,Pagada
5376,20260308,10.00.26 Pm,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,3,750,Pagada
5377,20260524,07.24.33 Am,Desayunos,Empanada de Queso,60,Transferencia Bancaria,4,240,Pagada
5378,20260329,12.05.52 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,1,350,Pagada
5379,20260412,03.46.07 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,4,240,Pagada
5380,20260514,06.12.13 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,2,180,Pagada
5381,20260531,03.26.36 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,4,480,Pagada
5382,20260502,01.36.39 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,3,180,Pagada
5383,20260418,09.56.55 Am,Desayunos,Empanada de Queso,60,Efectivo,3,180,Pagada
5384,20260330,09.54.52 Pm,Bebidas Calientes,Café Americano,85,Efectivo,4,340,Pagada
5385,20260511,05.56.49 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,2,180,Pagada
5386,20260428,04.54.46 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,3,1050,Pagada
5387,20260411,03.23.36 Am,Comida Rápida,Hamburguesa Clásica,250,Efectivo,2,500,Pagada
5388,20260515,03.18.58 Am,Comida Rápida,Hamburguesa Clásica,250,Efectivo,3,750,Pagada
5389,20260409,12.01.40 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,4,360,Pagada
5390,20260401,08.10.50 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,1,350,Pagada
5391,20260424,07.27.54 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,1,90,Pagada
5392,20260521,03.42.35 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,4,1000,Pagada
5393,20260425,11.48.12 Pm,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,3,255,Pagada
5394,20260528,10.01.33 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,2,120,Pagada
5395,20260513,03.40.41 Am,Comida Rápida,Hamburguesa Clásica,250,Efectivo,4,1000,Pagada
5396,20260322,02.05.56 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,2,700,Pagada
5397,20260406,10.02.07 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,1,60,Pagada
5398,20260310,02.26.25 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,3,1050,Pagada
5399,20260507,07.45.07 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,1,60,Pagada
5400,20260422,05.34.29 Pm,Plato Fuerte,Servicio de Comida China,350,Efectivo,2,700,Pagada
5401,20260419,12.20.55 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,3,180,Pagada
5402,20260605,03.09.21 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,2,240,Pagada
5403,20260525,01.35.58 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,1,85,Pagada
5404,20260308,02.06.33 Pm,Plato Fuerte,Servicio de Comida China,350,Efectivo,4,1400,Pagada
5405,20260417,08.00.50 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,4,360,Pagada
5406,20260529,04.40.12 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,3,360,Pagada
5407,20260328,11.13.37 Pm,Desayunos,Empanada de Queso,60,Efectivo,2,120,Pagada
5408,20260426,10.45.45 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,2,700,Pagada
5409,20260517,11.41.28 Am,Desayunos,Empanada de Queso,60,Efectivo,4,240,Pagada
5410,20260518,01.51.22 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,1,120,Pagada
5411,20260310,02.03.39 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,4,240,Pagada
5412,20260415,09.25.31 Pm,Bebidas Calientes,Café Americano,85,Efectivo,2,170,Pagada
5413,20260317,10.31.47 Am,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,4,340,Pagada
5414,20260408,06.33.44 Pm,Postres,Helado Sencillo,90,Transferencia Bancaria,1,90,Pagada
5415,20260407,06.57.20 Am,Desayunos,Empanada de Queso,60,Efectivo,4,240,Pagada
5416,20260412,05.52.14 Pm,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,3,255,Pagada
5417,20260416,12.18.54 Am,Comida Rápida,Porción de Pizza,120,Efectivo,4,480,Pagada
5418,20260410,02.45.23 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,2,700,Pagada
5419,20260428,08.26.14 Pm,Plato Fuerte,Servicio de Comida China,350,Efectivo,1,350,Pagada
5420,20260406,03.21.08 Pm,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,3,360,Pagada
5421,20260428,04.04.16 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,1,250,Pagada
5422,20260529,10.53.20 Am,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,2,240,Pagada
5423,20260501,06.39.48 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,3,1050,Pagada
5424,20260309,02.15.42 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,1,85,Pagada
5425,20260506,06.29.05 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,2,240,Pagada
5426,20260429,11.44.45 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,4,240,Cancelada
5427,20260315,05.06.06 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,2,500,Pagada
5428,20260324,07.44.09 Pm,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,3,255,Pagada
5429,20260312,03.42.05 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,3,270,Pagada
5430,20260512,06.32.32 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,1,120,Pagada
5431,20260329,12.04.51 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,3,360,Pagada
5432,20260312,07.26.18 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,2,700,Pagada
5433,20260513,07.15.02 Pm,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,2,700,Pagada
5434,20260422,06.56.49 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,1,350,Pagada
5435,20260427,04.39.54 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,3,270,Cancelada
5436,20260508,04.14.31 Pm,Desayunos,Empanada de Queso,60,Efectivo,1,60,Cancelada
5437,20260501,06.31.15 Pm,Bebidas Calientes,Café Americano,85,Efectivo,1,85,Pagada
5438,20260314,04.57.02 Am,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,3,360,Pagada
5439,20260427,06.28.14 Pm,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,2,170,Pagada
5440,20260321,04.52.11 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,1,60,Pagada
5441,20260507,06.24.04 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,1,350,Pagada
5442,20260508,03.48.29 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,1,250,Pagada
5443,20260316,10.11.19 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,2,240,Pagada
5444,20260425,09.13.46 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,4,480,Pagada
5445,20260308,03.48.15 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,2,700,Pagada
5446,20260426,05.31.34 Pm,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,1,85,Pagada
